reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
James Cundiff,1,OH my gosh this is the greatest invention since sliced bread. I am totaled underwhelmed and it works too. xx xx,2014-10-01,68,0,0,0,0,0.0,0.0
James R.,1,"I bought this for my GoPro HD Hero 3 camera, as it was the one recommended by most buyers. I've had zero problems with the card, and the included adaptor makes it easy to transfer my videos to my PC. These things are tiny though, and thin so be careful not to bend or lose them! The $24 price is reasonable as well.",2013-08-24,471,0,0,0,0,0.0,0.0
James Ridgway,1,This is my first foray into the microSD card world. I bought this for my GoPro Hero3 white.Pros:- comes with an adapter for easy downloading.- simple to format right out of the box.- reads/writes just fine with no errors.Cons:- the adapter has no spring return like the devices you instert the card into - removing the card from the adapter can be a pain.Overall it's great and does what I need it to do.Hope that helps...,2013-09-01,463,0,0,0,0,0.0,0.0
Jason Chamberlain,1,"This works well in my Galaxy S4. I use it for media storage. I did have to reseat it once as I kept getting an error about ""Preparing SD Card,"" but I think that was more about how I put it in my phone than about this media. I think that this is a pretty good value to extend storage on a phone.UPDATE - I deducted a star because this card has a capacity of 32 billion bytes, but not 32 GB. There is a difference. The storage is actually around 29 GB because 32,000,000,000 / 1024 / 1024 / 1024 = 29.8 GB. It's still a very good value and I would still recommend it highly, but do understand that you are not getting 32 GB.",2013-06-14,542,0,0,0,0,0.0,0.0
Jason G,1,"This was purchased for my cell phone. It was easy to plugged in, and my phone recognized it instantly.The adaptor that comes with the device I had some problems with. The adaptor has a write protection switch, that both my Toshiba and HP laptops like to turn on while inserting it into the SD slot. To get around this I have to insert this adaptor at a slight angle, and apply a little pressure to try and not let that switch get changed on insertion. It works, but it is a pain. Fortunately since the chip is in my phone 99% of the time it is not a pain I deal with too often. It is something that may need to be considered though if you plan on using this device primarily in the standard sized SD slot of a laptop or computer.",2013-05-09,578,0,0,0,0,0.0,0.0
jason,0,Crashed... Lost everything... Thanks SanDisk.  Used in gs4..not a solid product couple years worth of stuff gone in an instant.,2013-10-18,416,0,1,1,-1,0.0,0.0
Jason,0,"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",2014-02-26,285,1,0,1,1,1.0,0.2065493143772374
"Jason ""Smart Shopper""",0,"I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",2014-06-05,186,0,0,0,0,0.0,0.0
"Javier Fonseca ""Javier Fonseca""",0,"It worked fine at a start and offered great speeds, but after a few months my cell phone started to eject and reconnect it several times per day (at least once per hour).  That made my phone eat up its whole battery life in half the time.  I installed Watchdog and noticed that the Google+ process also incremented its CPU usage.  I read somewhere that it was caused by this kind of problems with microSD cards, probably because the process was trying to scan the memory once inserted.  In another forum there are also reports of this kind of problems with some of the latest generation SanDisk microSD cards.Now I decided to purchase a Samsung one which can be found similarly priced.  My phone stopped acting up, and its battery life came back to normal.",2013-05-26,561,0,0,0,0,0.0,0.0
"Jay-Cee ""J.C.""",1,I use this for my cell phone ( Lumia 810 ) and it works fine. the transfer speed is a little slower than other memory cards I have used but not by much.,2012-12-21,717,0,0,0,0,0.0,0.0
Jaykron,1,"I put this in my mom's ASUS Transformer Book T100TA-C1-GR to provide an ample amount of storage for all pictures, music, and movies. This performs very well and we've experience 0 lag so far. Great product.",2014-01-02,340,1,1,2,0,0.5,0.0945312057342307
JayMo7,1,Needed an inexpensive SD card for my new HTC One M8 and this was a perfect choice.  Works perfectly and thus far have no issues at al with it.,2014-05-30,192,0,0,0,0,0.0,0.0
Jbd22g,1,I use this everyday with my Microsoft Surface and I'm very happy. No issues and great speed. Wish the prices would drop even more though.,2013-06-01,555,0,0,0,0,0.0,0.0
"jbwam ""jbwam""",0,"I just called Sandisk and they say they have a new card version that corrects the problem. 1-866-SANDISK (726-3475)Sandisk Tech says that the new package will show that the card is made after March, 2013 (don't know if that includes March, but probably does), and it should be corrected. Some older than late 2012 reportedly are ok.  Who knows.They even say that they will provide a free UPS return label.Of course, you are taking a risk as to whether the problem is really fixed, so keep backups.  I don't know what I would do.",2013-06-14,542,1,0,1,1,1.0,0.2065493143772374
"JCB ""dependanSEA""",0,"Fast card while it worked.  Died less than a week after return period expired....  Must note though that that is the nature of any memory storage card or drive.  Some fail, some last forever.  Not SanDisk's fault, not amazons fault - it is what it is.  BUT it is for this reason that i think Amazon should extend the return period on items which fall into this category.  Dont worry amazon, i still love you - but feel like your played the role of a proctologist on this one...",2012-12-14,724,0,0,0,0,0.0,0.0
"JConn_Lefty ""Steve""",1,"been using it for about a year now with no issues. come on amazon, how much more can i put on this review? it's a memory card.",2014-02-13,298,0,0,0,0,0.0,0.0
"J. Dominique Andre ""Dominique Andre""",0,"I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",2013-12-25,348,0,0,0,0,0.0,0.0
Jeff,0,"This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",2013-01-02,705,0,1,1,-1,0.0,0.0
Jeffs162,1,"I used this Memory Card to Expand the Memory in my Smartphone. It worked as expected and was easy to setup. I copied the Stuff from my older MicroSD Card to my computer, changed cards, gave it a couple of minutes to Initialize, and copied the stuff back... Worked great.",2014-04-28,224,0,0,0,0,0.0,0.0
Jennifer,0,I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,2012-11-13,755,0,3,3,-3,0.0,4.868360917120224e-17
"J. Enrique Ortiz ""okje""",0,"I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",2014-08-06,124,0,0,0,0,0.0,0.0
Jerry,1,Good priced memory comes in plain white wrapper and an adaptor for SD card size. It didn't forget what I put on it so I guess it works.,2014-05-01,221,0,0,0,0,0.0,0.0
Jerry,1,The memory is fine but the adapter that it came with was useless.  I did not contact the seller about it since I had another to use.,2013-01-27,680,0,0,0,0,0.0,0.0
Jerry N. Owens,1,This item works great with the Garmin Dash Cam 10 and Garmin hand held topographic GPS. Good value/deal for the money.,2014-08-05,125,0,0,0,0,0.0,0.0
jerry-one,1,"I would recommend this memory card to anyone that has a  cell phone, or a tablet pc.  This memory card is fast and efficient.",2014-10-02,67,0,0,0,0,0.0,0.0
Jesse,1,"Good case, it is nice that it comes with an SD adapter, fast transfer of pictures, over all good memory card.",2013-08-15,480,0,0,0,0,0.0,0.0
Jesus Contreras,0,"Unfortunately this sd card is not fully compatible with the samsung galaxy s2. I installed it and the phone would &#34;check&#34; it only to tell me &#34;SD card ready for removal&#34;. This was a continuous cycle and even after formatting to FAT32, NTFS, and FAT the card would not work and would revert back to exFAT format.I do recommend this product for those who can get it to work but my 3-stars rating is only due to a lack of compatibility listing on the product site.",2013-09-04,460,0,0,0,0,0.0,0.0
J. Foust,0,"I have exclusively used Sandisk Extreme cards in my pro photography gear for years and they have NEVER let me down. This one is a dud, though. I plugged it in, let my phone format it, and then start copying to it. Everything copied just fine, but after I got done, that's when it started acting up.If I had my phone plugged into the computer and was using it as a storage device, I got tons of CRC errors and/or messages saying that I needed to format the card before using it. The phone would come up from time to time saying that I had inserted a blank card. If I reboot the phone, it works fine for a little bit, and the errors would start again. I thought maybe it was the way the phone formatted, so I tried to format it on the computer, but that didn't help anything.Very frustrating! Thankfully I've had it for 2 days before the trouble started, so it's going back to Amazon for a refund and I'll have to find a more reliable card for my phone.",2013-08-02,493,0,1,1,-1,0.0,0.0
J. Gauntlett,0,The card worked great at first. I've never had a problem with Sandisk in the past but I bought this card for my Galaxy S3 back in October and it was dead by December. I'm sorely disappointed by this purchase. Maybe it's just a faulty card but my experience was terrible so this gets one star.,2013-12-01,372,0,1,1,-1,0.0,0.0
"J. Gerving ""JAG""",0,"never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",2014-01-29,313,0,1,1,-1,0.0,0.0
Jianrui Zhang,1,"It's a nice product, worked perfectly with Windows 7. However, it doesn't quite work when placed inside my AT&T Samsung Galaxy S3. Files copied into it are NOT shown in the S3's file browser. Googled a bit for this problem, and I concluded it's my phone's problem.",2012-12-14,724,0,0,0,0,0.0,0.0
"Jim ""Electronics Engineer""",1,Unerstand that these cards may come in different formats.  I had to reformat on a Windows XP machine after finding a HP utility via Google to get this to work properly in my SAMSUNG Galaxy Note 2.,2013-02-25,651,0,0,0,0,0.0,0.0
Jim Kavanaugh,1,"I'll never need another/bigger Memory Card.  It's fast, plugs right in. It didn't need any setup etc..  SanDisk is a quality brand.",2013-12-18,355,0,0,0,0,0.0,0.0
JJeggsandB,1,"Purchased for use in a dash-camera. Have been using for 2.5 months now without any issues. Not sure what else to say about it, hopefully I get a couple years worth of use out of it.",2013-10-12,422,0,0,0,0,0.0,0.0
jlggfn,1,"Very good product that I am using with my smart phone. As usual, Amazon packageing was acceptable and it didn't take forever to open as some packages seem to take.",2014-01-13,329,0,0,0,0,0.0,0.0
"J. Norton ""Old & Wise""",1,"It's the top end besides the stupid expensive Extreme.  It works fine.  I've had 4-5.  I'd get cheaper ones which I suspect are about as good, but slow or fail isn't worth it to me to save a couple bucks.  This just work, and work fast.",2014-12-01,7,0,0,0,0,0.0,0.0
Joe Brawn,0,"I bough it because it said it was fast, but not. I'm only getting 13Mb/s with an Galaxy Note II a very fast an excellent phone.",2013-02-25,651,0,3,3,-3,0.0,4.868360917120224e-17
joemaamah,1,I have this in my phone storing the majority of my MP3 collection (400+ albums). It loaded 30Gs of music comparatively fast. And never seem to have any problems with skipping or stuttering I've had with slower cards. Probably would be a solid selection for video (I haven't tried it yet) and photos save off quickly allowing follow-up shots I would have missed before.,2013-12-16,357,0,0,0,0,0.0,0.0
JOE MAL,0,The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,2014-07-01,160,0,0,0,0,0.0,0.0
joenaples,1,"works great in my ASUS android tablet. the 32GB specification seems to limit the size, but it works great, some I am happy to write more words.",2013-11-12,391,0,0,0,0,0.0,0.0
Joeyd1275,0,"im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",2012-11-20,748,0,0,0,0,0.0,0.0
john181,1,"Only been a month or so but best price, quick shipping and MASSIVE storage.  I didn't run speed tests or anything but no issues.  I will edit this review if I have a problem down the road.",2013-07-22,504,0,0,0,0,0.0,0.0
John,1,"Even the website ([...] had this card in the picture of what i'd be ordering. When i got a plain black sandisk card i was a bit concernes, and peeved sonsidering i bought the big one. Turns out android HATE class 10 cards and much more prefers Class 4 cards because of the way the OS accesses LOTS of files at once, and Class 4 timing is just better for their computations. Only the 1 star off because of my own expectations.Otherwise this is gonna make a great camera card, hopefully the pics take faster (it's certainly a size upgrade atleast!).",2013-09-17,447,0,0,0,0,0.0,0.0
John H Lang,1,I use this in my Samsung Galaxy Work Pro 12.2 Tablet. It woks so what else can you say?,2014-07-14,147,0,0,0,0,0.0,0.0
"John ""John N.""",0,"I have only had this for about 2 months and it is already dead. My GoPro doesnt see the memory card, my PC doesnt see the memory card, both of my laptops do not see it.",2014-04-07,245,1,1,2,0,0.5,0.0945312057342307
johnnydoggs,0,"I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",2013-01-29,678,0,0,0,0,0.0,0.0
John Q,0,"I bought this to store all my music on my phone, but it doesn't work. The phone has trouble reading from the card, and I keep having to reformat it. Buy one from Sony or some other company instead, especially if you have a GS3",2014-02-19,292,0,0,0,0,0.0,0.0
"John Seidner ""John""",0,"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",2012-12-15,723,0,0,0,0,0.0,0.0
John the Revelator,1,"It is a 32 gb micro flash card.  It was bought for an Optimus Ultimate cell phone.  It works just the way it is supposed too.  It gives me added space for pictures, and comes with the full size adapter.",2014-05-30,192,0,0,0,0,0.0,0.0
John Wald,1,I feel that San Disk seems to make the best memory cards. -I can't validate technically but this seems to be fast acess and seems to be problem free. I have confidence that &#34;must have picture&#34; will be captured properly.,2014-06-15,176,0,0,0,0,0.0,0.0
Jolie' Ballard,1,I'm not sure what to say other than that this product works as described by the manufacturer and seller of this product.,2014-02-21,290,0,0,0,0,0.0,0.0
Jon Daley,0,"I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",2013-05-19,568,0,0,0,0,0.0,0.0
Jonelle Phillips,0,I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,2013-09-27,437,0,2,2,-2,0.0,0.0
"J. Onsager ""JONsager""",1,The only drawback that I can assign to these SD cards is the limit of a 5 year warranty unlike Kingston.,2013-06-06,550,0,0,0,0,0.0,0.0
"J_Onyx ""I never let my schooling interfere wi...",1,I've used Sandisk cards for as long as they have existed. These cards are fast and have the solid quality I expect from Sandisk. Recommend.,2014-12-06,2,0,0,0,0,0.0,0.0
JoSCh,1,"Not a lot to say about it, it's storage.  I haven't done any speed tests or anything but it definitely works in a Samsung Galaxy S3 and I don't see any performance issues watching videos files stored on it.",2012-12-10,728,0,0,0,0,0.0,0.0
Joseph Hubenschmidt,1,Purchased two 32 GBcards  for the two new Samsung S4s in or family.  After using for several weeks no issues at all saving a variety of files - photos and Office documents.,2013-11-09,394,0,0,0,0,0.0,0.0
"Joseph Johnson Jr. ""Jaythree""",1,"I bought these in hopes to replace my standard Sandisk 64gb models for quickness.  I'm not saying they are lightning fast, but they are definitely faster than the standard version.  I bought one for each of my phones and my tablets,  They work great.  When the 128gb is available, I will try the faster version of those also.",2014-04-28,224,0,0,0,0,0.0,0.0
"JOSEPH ""Joseph Brown""",1,"After having my first ever failure of a SD card, a 32GB SanDisk Micro SD card that went from apparently fine to totally corrupted in a matter of minutes, and before I could salvage anything on it. With the refund from Amazon of the 32 GB card I purchased this 64GB Ultra card as the replacement for my phone.After having problems getting the full 64 GB seen as an individual 64 GB and not a partitioned into two 32 GB files on the card, and the secret is to NOT format the card in a computer, format the card IN THE PHONE, then via USB or WiFi you can add back all the content,It is seemingly working great, seems fast with no undo lag when taking burst mode photos and I just hope it will continue to do so. I am much more contentious about backing up though, with Android, Amazon and Google pretty much all your content can be saved online and reinstalled but it takes time and is a big hassle so just backing up to a computer works great for the next 'just in case' time.",2013-04-17,600,0,0,0,0,0.0,0.0
Joseph Learn,1,"First off, companies need to mark these right, they consider 1000mb to be 1 gig, when 1 gig is actually 1024 mb.That means you will end up with 62 gb &#60; and in all actuality it will read as 59 gb in your device &#62;other then that this card works awesome. I would highly recommend it!one star lost due to them not knowing how to measure data.",2012-12-27,711,0,0,0,0,0.0,0.0
Josh D. Ladd,0,"Everything transfered over to my new SD card fine, but now my phone will randomly lose the SD card and have to search and re-scan it. Tried another SD card and no problems. Now I can only get a refund since its out of stock.Updated 12/9/12-SD card will not not work. My phone or computer will not read it. Lost everything. I'd advise if you are looking to purchase an SD card look at another brand.",2012-06-12,909,1,1,2,0,0.5,0.0945312057342307
Josh Thompson,1,I bought this to use I'm my Galaxy note 10.1 tablet. So far so good. Simple put into microsd slot and began storing data on it,2013-01-30,677,0,0,0,0,0.0,0.0
"Joturnpyk ""Joturnpyk""",1,"This is a 'set-it-and-forget-it' item. Solid performance without issues. I forgot it is still in my Sony camera, Love it",2014-01-31,311,0,0,0,0,0.0,0.0
J. Parnell,0,"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",2013-05-28,559,0,0,0,0,0.0,0.0
J. Roseboom,0,"I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything.",2013-06-16,540,0,0,0,0,0.0,0.0
"J. Ruiz ""Snazzie""",1,This is a very fast and reliable microSD card.  I used this on my Galaxy Note 2 and loaded movies and family pictures.  Transfer time is speedy!,2012-02-12,1030,0,0,0,0,0.0,0.0
"J. Ryan ""luzzo""",0,"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",2013-12-02,371,0,1,1,-1,0.0,0.0
J.S.,0,"Despite the Class 10 rating, this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the GoPro Hero 3 Black Edition. If you're using that camera, choose one of the cards recommended on their site.",2013-04-09,608,2,0,2,2,1.0,0.3423802275066531
J. Smith,0,"This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away.",2014-01-19,323,0,1,1,-1,0.0,0.0
J.Tenneyson,1,"I couldn't put any files onto the card that were &#62;5 Gb. A little disappointing since I wanted to store movies on it, but I guess it's a limitation of the MicroSD HC technology.",2014-01-04,338,0,0,0,0,0.0,0.0
jt,1,Great value for the price.  Comes with an adaptor so it can be used in multiple types of devices.  I have had no issues with it and would recommend it.,2014-05-01,221,0,0,0,0,0.0,0.0
Juan Mendes,1,"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!",2013-12-05,368,0,0,0,0,0.0,0.0
Judy C Jackson,1,To be honest i purchased this because my son said I needed it with my tablet...I'm sure it will be fine...,2014-12-03,5,0,0,0,0,0.0,0.0
Juggy1337,0,"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",2013-07-17,509,0,0,0,0,0.0,0.0
"Justin Cordoza ""Eco D.""",0,"I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again.",2013-12-13,360,0,0,0,0,0.0,0.0
justing6,1,"With this card I picked up for $35 amazon's black friday sale, I increased my GNII's storage to 80GB! It transfers data at about 15MB read/write, which is well below advertised. However, this is very similar to the speed that my GNII's built in storage transfers data at, so when running large applications off of this SD card I see no difference in speed than running apps off of the phone itself.",2013-01-16,691,0,0,0,0,0.0,0.0
k24A8,1,"Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used.",2013-07-21,505,0,0,0,0,0.0,0.0
KA,1,"Even though it's a class 10 card, writing data to it still takes a while. However, the card performs well in my phone. If you can get a good deal on this, you won't be disappointed.",2013-03-04,644,0,0,0,0,0.0,0.0
KARINA BLOCK,1,"i bought this sandisk ultra 32 gb micro SDHC memory card for my go pro hero white edition, is really good anD works perfecly, try it, you wont regret!!",2013-09-16,448,0,0,0,0,0.0,0.0
"Karl Alexander Monzon ""Karl  Monzn""",0,It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,2013-08-11,484,1,0,1,1,1.0,0.2065493143772374
Katelyn,1,"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",2014-01-24,318,0,0,0,0,0.0,0.0
"Kathy S ""Kathy Sacksteder""",1,"It arrived quickly, was easy to install, now, if I can just figure out how to save data onto it from my device...",2014-04-18,234,0,0,0,0,0.0,0.0
Katy G.,1,good scan disk but the wrong one for my camera I needed a class 6 this class 10 locks up for no reason and even will lock up my computer when it does..,2014-12-07,1,0,0,0,0,0.0,0.0
KC G,1,"Card works great, but the adapter was too loose to make full contact with the micro card to facilitate connectivity to the card reader.  Minor issue since I have several adapters... But it's worth noting.",2014-09-05,94,0,0,0,0,0.0,0.0
Keith T. Merritt,1,I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.,2013-08-22,473,0,0,0,0,0.0,0.0
Ken,0,"I have lately purchased two micro-SD card one Sandisk Ultra 64GB microSDXC and 1 Sandisk Extreme Pro microSDHC 16GB. The first one claim 30MB/s the second claims 90-95MB/s. I 5 tests on my Galaxy Note 2 and 3 different benchmark test on my computer using USB 3.0 card reader. I can only get 7-8MB/s (this not even class 10, let alone UHS-1). I even did real world testing by copy a large set of data (2GB of photo).The result is no different. I do own Sandisk extreme SDHC card on my T3i and I do get 65MB/s of transfer rate. I strongly recommend consumers to test their premium (UHS-1) microSD. I felt very disappointed on Sandisk. I will try other brand like Samsung, Patriot or Lexar.",2013-09-01,463,0,1,1,-1,0.0,0.0
Kenneth Castro,0,This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.,2012-11-23,745,1,1,2,0,0.5,0.0945312057342307
Kenneth E Williams,1,I have been using it for over a year now in my galaxy S3 and it seems fast and reliable.  Do we really know how good they are until it goes out or crashes?,2014-02-19,292,0,0,0,0,0.0,0.0
Kenneth Lee,1,"i love this micro sd.  It enables me to expand the storage space on my Acer W3.  Great price too,",2013-11-25,378,0,0,0,0,0.0,0.0
Kenneth Leon,1,"Works well, as advertised. I like the Class 10 speed. Price was right. Would recommend this product to others. Thank you.",2013-03-29,619,0,0,0,0,0.0,0.0
Kenny,1,This rating is based on multiple years of use of this memory card. Its reliable and easy to use. I would recommend this to anyone looking for a memory card for long term use.,2014-04-22,230,0,0,0,0,0.0,0.0
Kent A. Compton,1,"I bought this to expand the limited memory of my Dell Venue Pro. I use it to store MP4 videos and MP3 music and streaming/playing both work very well. Even the description explicitly says &#34;Reformat into file system other than exFAT may cause instability&#34; I'd hope to use it to remap my OneDrive (FKA SkyDrive) folder which requires it being reformatted to NTFS.  The warning is correct--between Windows 8.1, the tablet and the SanDisk MicroSDXC the OS became unstable.  Once I'd reformatted and changed OneDrive's location to it I rebooted Windows 8.1 and Windows 8.1 could not detect the card. I reformatted the card back to exFAT and it works as expected.",2014-03-16,267,0,0,0,0,0.0,0.0
Kevin C. Frith,1,"Have had no issues and does what is advertised.  Very handy.  Quite happy. :)I've used it with:  Windows 7, Mac OS X.Formatted as: FAT32 and NTFSVery good card. :)",2013-10-19,415,0,0,0,0,0.0,0.0
Kevin,1,I just received this micro sd card. Everything works so far. I purchased 2 for my Galaxy s5 and my tablet. So far so go.,2014-04-24,228,0,0,0,0,0.0,0.0
"K. Gross ""S.F. Magician""",0,"Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",2013-05-20,567,0,0,0,0,0.0,0.0
kh,1,It's a memory card. What else is there to say. This is a Class 10 so it reads and writes files very quickly.,2013-05-19,568,0,0,0,0,0.0,0.0
Kichwa,1,"It is a good match for the Sansung ATIV.  I don't know that I have used it yet but, it's in there.",2013-07-29,497,0,0,0,0,0.0,0.0
Klew,1,"Something this small with so much information stored on it freaks me out. But I've had zero problems with it over the past year. The only issue I had is that the adapter that came with it did not work. The microsd card went into it kind of sidways like it was made wrong. Luckily I had another adapter lying around, and the sd card itself works perfectly and I've had no issues with data loss or corruption.",2013-09-26,438,0,0,0,0,0.0,0.0
KM,1,Haven't had much time to place items on this card yet.  Formatted to my Samsung Galaxy Tab no problem.  Seems to do the job will keep you posted if problems arise?,2012-12-18,720,0,0,0,0,0.0,0.0
K. Quade,1,"Worked as advertized, loads fast.  Only problem was pulling it out of the adapter after Loading it on my computer.",2012-12-14,724,0,0,0,0,0.0,0.0
Kratos101i,1,"the extra room on my phone is great but ive noticed since installing it that its a lil slow when transferring files from my phone to the card, its not like im sitting there forever but its a noticeable difference between my old card and this one",2012-09-23,806,0,0,0,0,0.0,0.0
Kris Bishop,1,Was very concerned when I realized this sd card was NOT the correct one for go pro.  But all seems ok at this time.,2014-06-17,174,0,0,0,0,0.0,0.0
K. Rodriguez,0,"This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",2013-09-08,456,0,0,0,0,0.0,0.0
KSY,1,"I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",2012-12-28,710,1,0,1,1,1.0,0.2065493143772374
"L7 ""Tech Head""",0,"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",2013-07-28,498,1,0,1,1,1.0,0.2065493143772374
